math,science,logical,creative,tech,business,career
62,81,6,7,3,5,Teacher
56,51,9,6,4,7,Lawyer
70,80,9,5,1,8,Civil Services
49,46,4,10,5,8,Content Creator
68,54,6,7,5,9,Product Manager
88,84,9,5,9,2,AI Engineer
81,73,8,3,8,3,Cybersecurity Analyst
90,92,7,6,3,4,Doctor
91,64,9,4,4,10,Finance Analyst
71,67,7,6,4,8,Product Manager
92,79,10,5,9,3,AI Engineer
84,75,9,2,9,4,Cybersecurity Analyst
68,75,6,8,4,4,Teacher
86,74,10,3,10,4,Cybersecurity Analyst
74,80,9,3,9,3,Data Analyst
78,71,7,3,7,5,Data Analyst
72,74,8,3,10,2,Cybersecurity Analyst
83,95,7,5,4,3,Biomedical Researcher
63,55,6,7,7,10,Product Manager
67,52,7,6,6,9,Product Manager
86,81,10,5,9,1,AI Engineer
70,70,7,10,6,2,Architect
78,95,10,5,6,2,Doctor
84,90,8,4,5,2,Biomedical Researcher
66,92,6,5,5,3,Biomedical Researcher
60,49,5,8,6,10,Product Manager
52,40,5,9,6,7,Content Creator
65,66,5,7,3,4,Teacher
87,82,8,3,10,4,AI Engineer
89,59,7,4,5,10,Finance Analyst
82,95,6,5,5,5,Doctor
70,63,7,5,7,5,Data Analyst
77,69,9,5,2,8,Civil Services
54,48,9,5,2,8,Lawyer
51,44,6,10,6,6,UI/UX Designer
84,54,7,3,6,10,Finance Analyst
91,57,8,3,4,9,Finance Analyst
53,55,5,7,5,10,Product Manager
53,51,8,6,2,8,Lawyer
68,70,9,4,7,5,Data Analyst
79,75,8,8,5,5,Architect
78,64,9,5,3,8,Civil Services
74,67,8,4,7,6,Data Analyst
89,68,9,4,9,6,Software Engineer
50,39,5,9,9,7,Content Creator
44,45,5,10,4,7,Content Creator
52,53,4,8,3,9,Marketing Manager
90,89,9,5,9,2,AI Engineer
74,60,9,6,3,8,Civil Services
81,71,9,3,10,1,Cybersecurity Analyst
63,58,6,7,5,10,Product Manager
62,55,5,9,3,4,Psychologist
84,61,9,5,5,9,Finance Analyst
47,34,5,10,7,7,Content Creator
58,42,6,9,7,6,UI/UX Designer
89,83,6,5,4,4,Biomedical Researcher
84,71,9,3,10,4,Cybersecurity Analyst
39,43,3,9,6,5,UI/UX Designer
47,50,5,7,5,10,Marketing Manager
80,66,8,4,7,7,Data Analyst
81,86,10,5,10,3,AI Engineer
76,80,8,4,10,3,Cybersecurity Analyst
82,80,9,5,10,3,AI Engineer
69,88,6,5,5,2,Biomedical Researcher
62,47,9,8,3,6,Lawyer
57,72,7,6,4,8,Product Manager
55,48,9,7,2,7,Lawyer
53,49,2,10,5,3,UI/UX Designer
72,90,8,5,6,3,Biomedical Researcher
54,48,5,6,4,9,Marketing Manager
69,58,7,7,5,9,Product Manager
68,63,6,8,3,4,Teacher
77,64,8,4,7,10,Finance Analyst
57,39,3,10,7,6,Content Creator
86,66,7,6,10,4,Software Engineer
48,54,8,8,4,6,Psychologist
48,37,3,10,5,9,Content Creator
53,49,6,7,5,9,Product Manager
82,91,6,4,3,2,Doctor
52,54,4,9,7,4,UI/UX Designer
75,83,8,5,8,4,Software Engineer
76,90,7,5,5,2,Biomedical Researcher
64,63,6,7,7,8,Product Manager
79,57,7,8,5,3,Architect
76,70,8,4,10,3,Cybersecurity Analyst
76,62,10,3,9,2,Cybersecurity Analyst
60,67,8,6,3,7,Civil Services
61,36,5,6,5,9,Marketing Manager
75,64,7,7,3,5,Teacher
90,77,9,3,10,3,AI Engineer
80,68,7,5,9,5,Software Engineer
81,64,9,9,5,2,Architect
78,65,8,9,5,3,Architect
66,71,9,7,5,4,Teacher
80,88,7,4,4,1,Biomedical Researcher
73,88,8,5,4,4,Biomedical Researcher
52,72,6,8,2,5,Teacher
74,74,7,5,9,4,Software Engineer
44,47,4,10,5,7,Content Creator
73,89,7,5,7,2,Biomedical Researcher
64,74,6,9,3,6,Teacher
79,91,8,3,5,4,Doctor
53,58,5,7,4,9,Marketing Manager
77,74,6,5,8,4,Software Engineer
71,60,8,5,6,6,Data Analyst
46,51,4,10,6,3,UI/UX Designer
85,98,8,5,4,4,Doctor
81,99,7,4,5,3,Doctor
71,75,8,8,3,4,Teacher
63,76,7,8,3,5,Teacher
59,52,3,7,4,9,Marketing Manager
63,75,5,8,3,6,Teacher
83,61,8,4,4,9,Finance Analyst
55,43,5,10,6,5,UI/UX Designer
82,87,7,6,8,5,Software Engineer
45,35,5,10,6,7,Content Creator
51,33,4,9,5,6,Content Creator
83,92,10,4,10,4,AI Engineer
64,63,8,7,2,8,Civil Services
82,72,9,5,5,9,Finance Analyst
64,78,6,7,3,5,Teacher
59,49,4,6,4,9,Marketing Manager
62,74,8,7,2,8,Civil Services
81,73,10,3,10,4,Cybersecurity Analyst
82,88,7,5,4,4,Doctor
90,67,8,3,5,10,Finance Analyst
79,96,8,5,6,4,Doctor
68,62,6,7,3,7,Civil Services
73,97,7,4,6,2,Biomedical Researcher
72,63,7,8,4,4,Teacher
78,78,6,5,7,6,Data Analyst
71,56,7,8,5,9,Product Manager
85,98,8,4,3,3,Doctor
85,72,7,5,9,4,Software Engineer
82,87,9,4,9,4,AI Engineer
56,38,9,7,3,8,Lawyer
49,53,7,9,4,5,UI/UX Designer
75,80,5,8,4,5,Teacher
50,59,5,8,2,5,Psychologist
86,86,9,4,9,5,Software Engineer
78,91,9,3,9,3,AI Engineer
81,77,10,4,9,2,Cybersecurity Analyst
89,57,8,4,8,10,Finance Analyst
61,54,7,8,1,5,Psychologist
45,52,5,9,9,5,UI/UX Designer
85,93,8,5,2,4,Doctor
72,67,7,7,4,4,Teacher
76,75,9,4,8,3,Cybersecurity Analyst
56,55,9,6,3,7,Lawyer
78,70,10,1,10,3,Cybersecurity Analyst
80,95,7,5,4,4,Doctor
53,37,4,9,7,7,Content Creator
38,50,5,9,7,8,Content Creator
52,63,6,8,3,4,Psychologist
83,72,9,6,5,9,Civil Services
85,97,8,5,4,3,Doctor
69,64,8,9,3,4,Architect
52,47,10,6,3,6,Lawyer
70,56,6,7,4,9,Product Manager
75,71,8,6,3,8,Civil Services
88,58,6,6,9,5,Software Engineer
81,93,8,4,6,4,Biomedical Researcher
45,32,4,10,5,6,Content Creator
53,49,7,6,3,9,Product Manager
80,92,7,5,2,3,Doctor
79,94,8,5,6,3,Biomedical Researcher
64,87,8,5,4,3,Biomedical Researcher
81,69,8,6,10,4,Software Engineer
42,52,9,5,4,7,Lawyer
56,49,10,6,3,6,Lawyer
59,49,4,7,4,9,Marketing Manager
47,39,2,10,3,6,Content Creator
75,64,7,9,5,4,Architect
81,95,9,5,5,4,Doctor
84,81,10,6,9,3,AI Engineer
51,67,6,8,4,4,Psychologist
64,58,6,8,3,5,Psychologist
60,47,4,8,4,10,Marketing Manager
56,50,8,7,2,7,Lawyer
44,40,6,9,6,7,Content Creator
91,84,9,5,10,4,AI Engineer
80,60,10,5,10,4,Software Engineer
47,46,4,9,5,4,UI/UX Designer
70,71,5,9,5,4,Teacher
78,69,8,5,10,5,Software Engineer
64,67,5,8,4,5,Teacher
87,58,7,4,6,9,Finance Analyst
71,73,7,7,6,5,Teacher
86,87,9,4,10,3,AI Engineer
83,62,7,2,5,9,Finance Analyst
55,68,5,7,5,3,Teacher
86,52,7,4,5,10,Finance Analyst
53,49,5,9,7,4,UI/UX Designer
73,74,7,4,7,5,Data Analyst
73,68,7,9,5,4,Architect
67,94,7,6,5,1,Biomedical Researcher
79,100,7,5,4,2,Doctor
79,92,8,6,2,3,Biomedical Researcher
69,68,9,7,2,7,Civil Services
72,72,5,8,3,4,Teacher
56,53,5,5,5,9,Marketing Manager
75,68,7,5,5,7,Data Analyst
91,93,8,4,5,2,Doctor
71,79,8,3,9,6,Data Analyst
80,95,8,3,6,1,Doctor
72,67,7,9,5,5,Architect
61,67,6,8,4,5,Psychologist
82,67,7,4,10,4,Software Engineer
54,56,6,10,7,4,UI/UX Designer
75,71,9,2,9,4,Cybersecurity Analyst
63,69,7,7,5,5,Teacher
62,66,7,6,3,2,Teacher
51,53,5,6,5,9,Marketing Manager
67,53,9,7,1,5,Lawyer
77,90,7,5,4,2,Biomedical Researcher
43,49,4,9,8,5,UI/UX Designer
54,53,9,7,1,7,Lawyer
53,42,4,10,7,7,Content Creator
77,66,9,3,9,3,Software Engineer
85,97,7,4,3,3,Doctor
64,68,6,7,3,4,Teacher
53,31,4,10,9,5,UI/UX Designer
74,85,6,4,5,2,Biomedical Researcher
65,72,6,8,5,5,Teacher
82,67,10,4,9,2,Cybersecurity Analyst
81,69,7,9,6,3,Architect
38,57,5,10,7,3,UI/UX Designer
75,73,7,9,5,5,Architect
66,67,9,4,9,3,Software Engineer
39,39,3,9,7,7,Content Creator
42,33,4,8,7,6,Content Creator
54,53,5,7,5,10,Marketing Manager
78,74,7,5,8,4,Software Engineer
58,65,6,7,5,9,Product Manager
76,66,8,5,3,8,Civil Services
65,99,6,5,4,3,Biomedical Researcher
80,76,8,5,9,3,Software Engineer
85,95,8,5,4,3,Doctor
82,92,6,4,4,3,Biomedical Researcher
73,62,8,6,6,5,Data Analyst
76,69,7,4,7,6,Data Analyst
60,51,9,7,2,8,Lawyer
48,53,6,10,6,5,UI/UX Designer
95,82,9,4,10,2,AI Engineer
44,31,4,10,4,8,Content Creator
78,74,9,5,10,4,Software Engineer
55,66,5,8,1,6,Psychologist
60,64,6,7,7,10,Product Manager
86,73,9,6,8,4,Software Engineer
63,52,6,8,5,6,Psychologist
63,52,8,7,3,6,Lawyer
66,69,6,8,3,5,Teacher
79,95,8,5,2,3,Doctor
60,67,6,8,3,5,Teacher
47,45,4,9,6,8,Content Creator
91,94,7,5,4,3,Doctor
45,64,6,6,4,5,Psychologist
47,48,6,10,6,5,UI/UX Designer
53,44,10,7,3,7,Lawyer
57,54,5,7,4,10,Product Manager
56,72,8,6,2,8,Civil Services
84,86,9,5,9,3,Software Engineer
67,77,10,3,10,3,Cybersecurity Analyst
87,80,9,5,10,2,AI Engineer
88,86,10,3,10,4,AI Engineer
70,69,10,3,8,3,Cybersecurity Analyst
63,65,6,8,3,5,Teacher
79,92,8,5,3,2,Biomedical Researcher
94,93,8,4,4,2,Doctor
77,94,7,4,4,3,Doctor
63,81,5,8,4,5,Teacher
49,70,5,8,4,4,Psychologist
50,73,5,9,4,5,Psychologist
68,61,8,5,4,8,Civil Services
77,74,6,10,5,5,Architect
71,46,9,7,3,8,Lawyer
61,52,5,9,8,6,UI/UX Designer
64,69,8,6,3,9,Civil Services
37,41,6,9,5,7,Content Creator
80,97,7,6,3,1,Doctor
83,59,7,9,5,4,Architect
55,56,8,6,3,6,Lawyer
78,99,10,5,5,2,Doctor
83,91,7,6,4,3,Doctor
60,64,5,8,2,5,Psychologist
86,74,8,4,9,2,Cybersecurity Analyst
55,49,10,6,3,6,Lawyer
74,60,7,9,3,4,Architect
64,54,8,7,3,9,Lawyer
79,96,9,5,4,3,Doctor
74,82,7,3,8,5,Data Analyst
70,78,9,1,9,4,Cybersecurity Analyst
60,59,5,7,2,6,Psychologist
59,62,7,7,4,5,Psychologist
83,74,9,3,10,5,Cybersecurity Analyst
51,64,7,7,3,7,Psychologist
81,61,8,9,5,3,Architect
75,91,6,4,4,3,Biomedical Researcher
69,74,10,1,10,4,Cybersecurity Analyst
80,76,9,2,8,3,Cybersecurity Analyst
77,66,7,10,6,4,Architect
65,62,7,8,3,6,Psychologist
61,66,6,8,2,5,Psychologist
45,50,6,10,7,7,Content Creator
71,62,5,7,4,4,Teacher
84,58,7,9,5,5,Architect
55,63,5,8,4,5,Psychologist
76,57,7,8,5,4,Architect
74,69,7,4,2,8,Civil Services
86,97,7,5,2,1,Doctor
74,60,7,9,5,3,Architect
64,74,3,7,2,4,Teacher
58,74,3,8,4,5,Teacher
80,95,7,4,6,2,Doctor
58,53,10,7,1,6,Lawyer
60,53,8,6,5,9,Product Manager
78,75,10,4,10,2,Cybersecurity Analyst
84,64,7,4,5,9,Finance Analyst
55,54,10,8,3,7,Lawyer
64,47,4,5,2,9,Marketing Manager
82,71,8,3,10,3,Cybersecurity Analyst
43,44,6,8,5,10,Marketing Manager
87,66,7,5,4,9,Finance Analyst
73,70,5,10,4,4,Architect
79,98,8,3,5,3,Doctor
36,44,4,9,6,6,Content Creator
51,51,2,8,5,9,Marketing Manager
80,60,8,3,6,10,Finance Analyst
56,55,5,7,3,9,Marketing Manager
49,36,5,10,6,7,Content Creator
93,93,8,4,6,4,Doctor
78,79,9,1,10,3,Cybersecurity Analyst
55,61,8,8,4,7,Lawyer
51,42,6,8,3,4,Psychologist
39,40,4,9,6,6,UI/UX Designer
50,58,10,8,2,7,Lawyer
81,97,9,4,9,3,AI Engineer
73,60,7,4,6,9,Finance Analyst
57,48,5,7,4,9,Marketing Manager
82,57,9,9,5,4,Architect
75,79,9,3,9,3,Cybersecurity Analyst
57,53,7,7,7,10,Product Manager
72,68,7,6,4,8,Civil Services
92,93,7,5,4,3,Doctor
47,61,6,8,2,4,Psychologist
75,94,9,5,7,3,Biomedical Researcher
71,57,6,6,4,7,Civil Services
85,60,8,4,5,10,Finance Analyst
78,69,9,5,9,4,Software Engineer
33,47,6,9,7,4,UI/UX Designer
63,61,6,7,6,9,Product Manager
61,61,6,7,4,9,Product Manager
48,44,6,10,6,5,UI/UX Designer
75,58,8,7,9,10,Product Manager
56,50,10,8,2,7,Lawyer
55,42,4,9,7,6,Content Creator
77,51,8,3,6,9,Finance Analyst
66,53,9,8,4,9,Lawyer
88,80,9,3,9,1,Cybersecurity Analyst
61,64,6,8,3,5,Teacher
64,48,5,7,5,10,Marketing Manager
51,45,8,7,1,7,Lawyer
64,100,7,5,4,3,Biomedical Researcher
72,68,9,7,2,9,Civil Services
83,68,9,4,9,2,Cybersecurity Analyst
77,76,10,3,8,3,Cybersecurity Analyst
88,77,9,5,9,4,AI Engineer
64,63,5,7,4,9,Product Manager
57,51,9,7,3,7,Lawyer
64,71,7,6,4,7,Civil Services
46,41,5,10,9,5,UI/UX Designer
55,61,5,8,3,9,Marketing Manager
88,64,8,4,5,10,Finance Analyst
85,62,7,3,5,10,Finance Analyst
76,89,7,4,5,2,Biomedical Researcher
58,62,7,7,5,9,Product Manager
78,74,7,5,8,4,Software Engineer
77,72,9,5,10,3,Software Engineer
79,70,7,4,3,10,Finance Analyst
92,87,9,3,10,3,AI Engineer
81,51,7,5,6,10,Finance Analyst
75,70,6,5,8,3,Software Engineer
73,60,8,6,4,8,Civil Services
56,59,10,6,2,7,Lawyer
61,48,6,10,6,4,UI/UX Designer
75,77,7,3,7,5,Data Analyst
51,47,5,9,6,5,UI/UX Designer
84,97,8,5,4,2,Doctor
41,35,4,9,6,5,UI/UX Designer
54,47,7,7,5,10,Marketing Manager
71,70,8,6,2,8,Civil Services
53,46,6,10,7,7,Content Creator
75,64,7,2,6,9,Finance Analyst
57,62,6,8,2,5,Psychologist
77,73,8,4,10,4,Cybersecurity Analyst
51,48,5,9,5,7,Content Creator
80,62,7,8,5,3,Architect
68,34,5,6,4,10,Marketing Manager
57,48,9,8,4,6,Lawyer
92,77,10,4,10,3,AI Engineer
66,60,9,7,3,7,Lawyer
79,79,10,4,10,2,AI Engineer
41,41,4,10,8,7,Content Creator
81,66,9,4,3,10,Finance Analyst
45,38,6,10,5,5,UI/UX Designer
53,46,5,9,6,4,UI/UX Designer
86,72,10,6,8,4,Software Engineer
69,58,8,8,5,9,Product Manager
80,69,7,6,7,4,Software Engineer
69,65,8,6,2,8,Product Manager
85,67,7,4,4,9,Finance Analyst
74,93,8,5,5,1,Biomedical Researcher
74,75,9,4,7,6,Data Analyst
53,64,8,6,3,6,Lawyer
77,67,9,3,10,1,Cybersecurity Analyst
82,99,8,5,5,5,Doctor
81,76,8,5,8,5,Data Analyst
83,100,7,5,3,4,Doctor
81,56,10,3,4,9,Finance Analyst
85,65,7,9,5,4,Architect
57,48,10,8,3,9,Lawyer
50,63,7,8,3,5,Psychologist
57,44,6,10,8,5,UI/UX Designer
66,72,7,9,4,6,Teacher
60,64,7,6,6,9,Product Manager
74,67,7,6,6,6,Teacher
69,69,7,4,7,5,Data Analyst
73,89,8,5,5,2,Biomedical Researcher
72,70,6,6,9,4,Software Engineer
74,87,7,5,10,3,Software Engineer
72,74,7,6,3,8,Civil Services
80,80,8,4,10,3,Cybersecurity Analyst
51,46,5,10,6,5,UI/UX Designer
83,75,9,4,10,3,Cybersecurity Analyst
75,61,8,6,2,8,Civil Services
54,55,9,8,1,8,Lawyer
53,42,9,7,1,7,Lawyer
44,48,5,10,8,8,Content Creator
51,52,6,6,4,9,Marketing Manager
56,76,6,8,3,4,Psychologist
82,64,10,4,5,8,Finance Analyst
84,63,7,4,4,9,Finance Analyst
54,56,6,7,3,5,Psychologist
69,64,5,7,4,5,Teacher
77,57,6,5,4,8,Civil Services
79,64,9,2,5,9,Finance Analyst
78,73,9,3,10,3,Software Engineer
92,88,10,4,10,3,AI Engineer
63,69,7,7,6,9,Product Manager
52,58,5,7,5,10,Marketing Manager
52,53,7,7,2,6,Psychologist
56,60,7,7,3,5,Psychologist
72,71,7,8,6,5,Teacher
55,55,7,7,4,5,Psychologist
93,81,9,4,9,3,AI Engineer
78,56,6,9,4,4,Architect
72,81,8,5,5,4,Biomedical Researcher
49,50,5,7,4,9,Marketing Manager
72,75,8,9,2,5,Architect
68,53,7,6,5,9,Product Manager
92,72,9,7,9,3,Software Engineer
78,89,8,5,9,2,AI Engineer
72,60,8,6,7,5,Data Analyst
46,53,2,7,3,8,Marketing Manager
42,42,4,10,8,5,UI/UX Designer
79,69,8,9,7,3,Architect
78,81,10,5,10,3,Software Engineer
66,48,6,8,5,9,Product Manager
95,89,10,4,9,3,AI Engineer
74,73,10,3,8,3,Cybersecurity Analyst
49,48,10,7,4,7,Lawyer
66,67,7,6,2,7,Civil Services
41,40,4,10,6,7,Content Creator
60,58,7,6,4,8,Civil Services
64,56,6,6,6,9,Product Manager
80,61,8,10,6,5,Architect
72,62,8,6,2,8,Civil Services
68,68,7,7,2,5,Teacher
49,46,5,7,4,9,Marketing Manager
55,75,5,8,4,5,Teacher
83,72,10,3,10,4,Cybersecurity Analyst
71,98,9,6,6,2,Biomedical Researcher
78,67,8,5,9,3,Software Engineer
67,60,8,6,1,7,Lawyer
74,88,7,6,5,1,Biomedical Researcher
79,80,9,2,8,3,Cybersecurity Analyst
61,60,5,8,5,4,Psychologist
87,91,7,5,4,4,Doctor
55,48,5,7,3,8,Marketing Manager
82,51,8,4,4,10,Finance Analyst
53,50,4,9,6,5,UI/UX Designer
63,58,7,6,2,8,Civil Services
76,56,8,6,6,9,Product Manager
77,65,8,2,8,3,Cybersecurity Analyst
71,77,6,3,7,6,Data Analyst
87,79,8,3,10,1,AI Engineer
71,69,8,9,5,3,Architect
49,51,6,9,7,5,UI/UX Designer
52,41,5,10,6,6,Content Creator
84,80,8,4,8,7,Data Analyst
77,93,9,4,7,2,Biomedical Researcher
49,49,3,9,7,7,Content Creator
49,51,5,9,7,5,UI/UX Designer
71,64,7,7,4,9,Product Manager
44,65,5,9,2,3,Psychologist
65,58,8,7,3,7,Civil Services
69,83,6,5,7,5,Data Analyst
68,62,7,6,6,9,Product Manager
79,56,8,10,5,3,Architect
85,100,8,5,4,4,Doctor
82,75,8,5,9,4,Software Engineer
84,99,8,5,2,4,Doctor
63,61,6,8,6,9,Product Manager
85,80,7,2,6,9,Finance Analyst
45,58,6,8,1,6,Psychologist
90,90,9,3,9,3,AI Engineer
52,63,7,8,2,6,Psychologist
75,73,6,5,9,6,Data Analyst
43,37,4,9,5,8,Content Creator
55,38,5,9,7,8,UI/UX Designer
83,83,9,3,10,3,AI Engineer
92,97,8,5,4,4,Doctor
90,59,8,3,5,10,Finance Analyst
82,98,8,3,4,3,Doctor
98,50,8,3,5,9,Finance Analyst
38,49,5,9,7,8,Content Creator
74,62,7,9,5,4,Architect
68,64,7,9,6,9,Product Manager
63,72,4,8,4,5,Psychologist
51,45,6,8,8,7,Content Creator
